	Sentence_A	Sentence_B	origin	frequency	freq_cat	pair_id	rating_anticonic_causal	rating_iconic_causal	rating_anticonic_temporal	rating_iconic_temporal	human_preferred_connective	human_preferred_connective_desc	human_preferred_connective_unrel	relation_human	order_human	condition_human	additional_dimension	connected_sent	tested_order	tested_relation	tested_connective
2176	Elena does not have a regular employment contract.	Elena is forced by her boss to work more hours than she should.	origin	14	2_uncommon	68	6.533333333333333	7.733333333333333	2.8666666666666667	4.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Elena does not have a regular employment contract, after Elena is forced by her boss to work more hours than she should.	B,A	Temporal	after
2177	Elena does not have a regular employment contract.	Elena is forced by her boss to work more hours than she should.	origin	14	2_uncommon	68	6.533333333333333	7.733333333333333	2.8666666666666667	4.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Elena does not have a regular employment contract, so Elena is forced by her boss to work more hours than she should.	A,B	Causal	so
2178	Elena does not have a regular employment contract.	Elena is forced by her boss to work more hours than she should.	origin	14	2_uncommon	68	6.533333333333333	7.733333333333333	2.8666666666666667	4.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Elena does not have a regular employment contract, then Elena is forced by her boss to work more hours than she should.	A,B	Temporal	then
2179	Elena does not have a regular employment contract.	Elena is forced by her boss to work more hours than she should.	origin	14	2_uncommon	68	6.533333333333333	7.733333333333333	2.8666666666666667	4.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Elena does not have a regular employment contract, because Elena is forced by her boss to work more hours than she should.	B,A	Causal	because
2192	Elena is forced by her boss to work more hours than she should.	Elena does not have a regular employment contract.	origin	30	2_uncommon	68	7.8	5.6	4.066666666666666	2.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Elena is forced by her boss to work more hours than she should, so Elena does not have a regular employment contract.	A,B	Causal	so
2193	Elena is forced by her boss to work more hours than she should.	Elena does not have a regular employment contract.	origin	30	2_uncommon	68	7.8	5.6	4.066666666666666	2.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Elena is forced by her boss to work more hours than she should, then Elena does not have a regular employment contract.	A,B	Temporal	then
2194	Elena is forced by her boss to work more hours than she should.	Elena does not have a regular employment contract.	origin	30	2_uncommon	68	7.8	5.6	4.066666666666666	2.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Elena is forced by her boss to work more hours than she should, after Elena does not have a regular employment contract.	B,A	Temporal	after
2195	Elena is forced by her boss to work more hours than she should.	Elena does not have a regular employment contract.	origin	30	2_uncommon	68	7.8	5.6	4.066666666666666	2.0	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Elena is forced by her boss to work more hours than she should, because Elena does not have a regular employment contract.	B,A	Causal	because
2208	A thief entered Michele's house.	Michele shot the thief.	origin	104	3_common	69	1.4	9.8	2.2666666666666666	8.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	A thief entered Michele's house, then Michele shot the thief.	A,B	Temporal	then
2209	A thief entered Michele's house.	Michele shot the thief.	origin	104	3_common	69	1.4	9.8	2.2666666666666666	8.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	A thief entered Michele's house, so Michele shot the thief.	A,B	Causal	so
2210	A thief entered Michele's house.	Michele shot the thief.	origin	104	3_common	69	1.4	9.8	2.2666666666666666	8.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	A thief entered Michele's house, after Michele shot the thief.	B,A	Temporal	after
2211	A thief entered Michele's house.	Michele shot the thief.	origin	104	3_common	69	1.4	9.8	2.2666666666666666	8.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	A thief entered Michele's house, because Michele shot the thief.	B,A	Causal	because
2224	Michele shot the thief.	A thief entered Michele's house.	origin	256	3_common	69	8.333333333333334	1.6666666666666667	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	socially_challenging	Michele shot the thief, because a thief entered Michele's house.	B,A	Causal	because
2225	Michele shot the thief.	A thief entered Michele's house.	origin	256	3_common	69	8.333333333333334	1.6666666666666667	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	socially_challenging	Michele shot the thief, after a thief entered Michele's house.	B,A	Temporal	after
2226	Michele shot the thief.	A thief entered Michele's house.	origin	256	3_common	69	8.333333333333334	1.6666666666666667	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	socially_challenging	Michele shot the thief, so a thief entered Michele's house.	A,B	Causal	so
2227	Michele shot the thief.	A thief entered Michele's house.	origin	256	3_common	69	8.333333333333334	1.6666666666666667	8.6	1.7333333333333334	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	socially_challenging	Michele shot the thief, then a thief entered Michele's house.	A,B	Temporal	then
2240	Linda's father was a builder.	Linda's house was built by her father.	e-care	3	1_rare	70	2.333333333333333	7.466666666666667	2.066666666666667	4.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Linda's father was a builder, so Linda's house was built by her father.	A,B	Causal	so
2241	Linda's father was a builder.	Linda's house was built by her father.	e-care	3	1_rare	70	2.333333333333333	7.466666666666667	2.066666666666667	4.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Linda's father was a builder, then Linda's house was built by her father.	A,B	Temporal	then
2242	Linda's father was a builder.	Linda's house was built by her father.	e-care	3	1_rare	70	2.333333333333333	7.466666666666667	2.066666666666667	4.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Linda's father was a builder, after Linda's house was built by her father.	B,A	Temporal	after
2243	Linda's father was a builder.	Linda's house was built by her father.	e-care	3	1_rare	70	2.333333333333333	7.466666666666667	2.066666666666667	4.533333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Linda's father was a builder, because Linda's house was built by her father.	B,A	Causal	because
2256	Linda's house was built by her father.	Linda's father was a builder.	e-care	1	1_rare	70	8.866666666666667	7.2	3.6666666666666665	2.533333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Linda's house was built by her father, then Linda's father was a builder.	A,B	Temporal	then
2257	Linda's house was built by her father.	Linda's father was a builder.	e-care	1	1_rare	70	8.866666666666667	7.2	3.6666666666666665	2.533333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Linda's house was built by her father, because Linda's father was a builder.	B,A	Causal	because
2258	Linda's house was built by her father.	Linda's father was a builder.	e-care	1	1_rare	70	8.866666666666667	7.2	3.6666666666666665	2.533333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Linda's house was built by her father, after Linda's father was a builder.	B,A	Temporal	after
2259	Linda's house was built by her father.	Linda's father was a builder.	e-care	1	1_rare	70	8.866666666666667	7.2	3.6666666666666665	2.533333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Linda's house was built by her father, so Linda's father was a builder.	A,B	Causal	so
2272	Sherry is going to Shanghai by train.	Sherry is waiting for the train to Shanghai.	e-care	1011	4_frequent	71	5.466666666666667	8.4	3.2666666666666666	1.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Sherry is going to shanghai by train, so Sherry is waiting for the train to shanghai.	A,B	Causal	so
2273	Sherry is going to Shanghai by train.	Sherry is waiting for the train to Shanghai.	e-care	1011	4_frequent	71	5.466666666666667	8.4	3.2666666666666666	1.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Sherry is going to shanghai by train, after Sherry is waiting for the train to shanghai.	B,A	Temporal	after
2274	Sherry is going to Shanghai by train.	Sherry is waiting for the train to Shanghai.	e-care	1011	4_frequent	71	5.466666666666667	8.4	3.2666666666666666	1.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Sherry is going to shanghai by train, then Sherry is waiting for the train to shanghai.	A,B	Temporal	then
2275	Sherry is going to Shanghai by train.	Sherry is waiting for the train to Shanghai.	e-care	1011	4_frequent	71	5.466666666666667	8.4	3.2666666666666666	1.4	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Sherry is going to shanghai by train, because Sherry is waiting for the train to shanghai.	B,A	Causal	because
2288	Sherry is waiting for the train to Shanghai.	Sherry is going to Shanghai by train.	e-care	1012	4_frequent	71	9.2	7.6	3.466666666666667	6.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Sherry is waiting for the train to shanghai, because Sherry is going to shanghai by train.	B,A	Causal	because
2289	Sherry is waiting for the train to Shanghai.	Sherry is going to Shanghai by train.	e-care	1012	4_frequent	71	9.2	7.6	3.466666666666667	6.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Sherry is waiting for the train to shanghai, so Sherry is going to shanghai by train.	A,B	Causal	so
2290	Sherry is waiting for the train to Shanghai.	Sherry is going to Shanghai by train.	e-care	1012	4_frequent	71	9.2	7.6	3.466666666666667	6.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Sherry is waiting for the train to shanghai, then Sherry is going to shanghai by train.	A,B	Temporal	then
2291	Sherry is waiting for the train to Shanghai.	Sherry is going to Shanghai by train.	e-care	1012	4_frequent	71	9.2	7.6	3.466666666666667	6.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	none	Sherry is waiting for the train to shanghai, after Sherry is going to shanghai by train.	B,A	Temporal	after
2304	This field benefited from the fertilizer.	We added fertilizer to this field.	e-care	8	2_uncommon	72	6.8	5.933333333333334	7.4	2.466666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	This field benefited from the fertilizer, so we added fertilizer to this field.	A,B	Causal	so
2305	This field benefited from the fertilizer.	We added fertilizer to this field.	e-care	8	2_uncommon	72	6.8	5.933333333333334	7.4	2.466666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	This field benefited from the fertilizer, then we added fertilizer to this field.	A,B	Temporal	then
2306	This field benefited from the fertilizer.	We added fertilizer to this field.	e-care	8	2_uncommon	72	6.8	5.933333333333334	7.4	2.466666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	This field benefited from the fertilizer, after we added fertilizer to this field.	B,A	Temporal	after
2307	This field benefited from the fertilizer.	We added fertilizer to this field.	e-care	8	2_uncommon	72	6.8	5.933333333333334	7.4	2.466666666666667	after	anticonic_temp	after	Temporal	B,A	Temporal-B,A	none	This field benefited from the fertilizer, because we added fertilizer to this field.	B,A	Causal	because
2320	We added fertilizer to this field.	This field benefited from the fertilizer.	e-care	5	2_uncommon	72	8.2	9.066666666666666	6.0	6.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	We added fertilizer to this field, after this field benefited from the fertilizer.	B,A	Temporal	after
2321	We added fertilizer to this field.	This field benefited from the fertilizer.	e-care	5	2_uncommon	72	8.2	9.066666666666666	6.0	6.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	We added fertilizer to this field, so this field benefited from the fertilizer.	A,B	Causal	so
2322	We added fertilizer to this field.	This field benefited from the fertilizer.	e-care	5	2_uncommon	72	8.2	9.066666666666666	6.0	6.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	We added fertilizer to this field, because this field benefited from the fertilizer.	B,A	Causal	because
2323	We added fertilizer to this field.	This field benefited from the fertilizer.	e-care	5	2_uncommon	72	8.2	9.066666666666666	6.0	6.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	We added fertilizer to this field, then this field benefited from the fertilizer.	A,B	Temporal	then
2336	Lucy has reached her sexual maturity.	Lucy's menstruation started.	e-care	576	4_frequent	73	6.266666666666667	7.0	5.933333333333334	4.666666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy has reached her sexual maturity, because Lucy's menstruation started.	B,A	Causal	because
2337	Lucy has reached her sexual maturity.	Lucy's menstruation started.	e-care	576	4_frequent	73	6.266666666666667	7.0	5.933333333333334	4.666666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy has reached her sexual maturity, after Lucy's menstruation started.	B,A	Temporal	after
2338	Lucy has reached her sexual maturity.	Lucy's menstruation started.	e-care	576	4_frequent	73	6.266666666666667	7.0	5.933333333333334	4.666666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy has reached her sexual maturity, then Lucy's menstruation started.	A,B	Temporal	then
2339	Lucy has reached her sexual maturity.	Lucy's menstruation started.	e-care	576	4_frequent	73	6.266666666666667	7.0	5.933333333333334	4.666666666666667	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy has reached her sexual maturity, so Lucy's menstruation started.	A,B	Causal	so
2352	Lucy's menstruation started.	Lucy has reached her sexual maturity.	e-care	1003	4_frequent	73	7.4	7.533333333333333	5.666666666666667	3.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy's menstruation started, then Lucy has reached her sexual maturity.	A,B	Temporal	then
2353	Lucy's menstruation started.	Lucy has reached her sexual maturity.	e-care	1003	4_frequent	73	7.4	7.533333333333333	5.666666666666667	3.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy's menstruation started, because Lucy has reached her sexual maturity.	B,A	Causal	because
2354	Lucy's menstruation started.	Lucy has reached her sexual maturity.	e-care	1003	4_frequent	73	7.4	7.533333333333333	5.666666666666667	3.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy's menstruation started, so Lucy has reached her sexual maturity.	A,B	Causal	so
2355	Lucy's menstruation started.	Lucy has reached her sexual maturity.	e-care	1003	4_frequent	73	7.4	7.533333333333333	5.666666666666667	3.866666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	none	Lucy's menstruation started, after Lucy has reached her sexual maturity.	B,A	Temporal	after
